Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
144,130,13,12,135,118,1,Train/18/00018_00010_00029.png
29,28,6,6,24,23,1,Train/18/00018_00011_00000.png
29,28,5,5,24,23,1,Train/18/00018_00011_00001.png
31,29,6,5,26,24,1,Train/18/00018_00011_00002.png
31,29,6,5,26,24,1,Train/18/00018_00011_00003.png
32,30,6,6,27,25,1,Train/18/00018_00011_00004.png
32,30,5,5,27,24,1,Train/18/00018_00011_00005.png
32,30,5,5,27,25,1,Train/18/00018_00011_00006.png
33,32,5,6,28,27,1,Train/18/00018_00011_00007.png
33,31,5,5,28,26,1,Train/18/00018_00011_00008.png
35,34,5,6,30,29,1,Train/18/00018_00011_00009.png
36,35,5,6,31,30,1,Train/18/00018_00011_00010.png
38,35,5,5,33,30,1,Train/18/00018_00011_00011.png
40,36,6,5,34,31,1,Train/18/00018_00011_00012.png
40,39,6,6,35,34,1,Train/18/00018_00011_00013.png
41,39,5,6,36,34,1,Train/18/00018_00011_00014.png
43,39,6,5,37,33,1,Train/18/00018_00011_00015.png
44,41,5,5,39,36,1,Train/18/00018_00011_00016.png
46,45,5,6,41,39,1,Train/18/00018_00011_00017.png
49,47,5,6,44,42,1,Train/18/00018_00011_00018.png
53,50,6,6,48,45,1,Train/18/00018_00011_00019.png
56,53,5,6,51,48,1,Train/18/00018_00011_00020.png
60,55,6,5,55,50,1,Train/18/00018_00011_00021.png
64,59,5,5,59,54,1,Train/18/00018_00011_00022.png
70,63,6,5,63,58,1,Train/18/00018_00011_00023.png
80,71,7,6,73,65,1,Train/18/00018_00011_00024.png
87,80,8,8,79,73,1,Train/18/00018_00011_00025.png
96,88,9,8,88,80,1,Train/18/00018_00011_00026.png
106,98,9,9,97,90,1,Train/18/00018_00011_00027.png
129,117,11,11,117,106,1,Train/18/00018_00011_00028.png
153,134,13,12,140,123,1,Train/18/00018_00011_00029.png
36,38,5,6,31,33,1,Train/18/00018_00012_00000.png
36,38,5,6,31,33,1,Train/18/00018_00012_00001.png
37,37,6,5,32,32,1,Train/18/00018_00012_00002.png
38,38,6,6,32,33,1,Train/18/00018_00012_00003.png
38,39,6,6,32,33,1,Train/18/00018_00012_00004.png
37,38,5,5,32,33,1,Train/18/00018_00012_00005.png
37,39,5,6,32,34,1,Train/18/00018_00012_00006.png
38,39,6,6,33,34,1,Train/18/00018_00012_00007.png
34,34,5,5,29,29,1,Train/18/00018_00012_00008.png
37,38,5,5,32,33,1,Train/18/00018_00012_00009.png
35,36,6,6,30,31,1,Train/18/00018_00012_00010.png
38,38,5,5,32,33,1,Train/18/00018_00012_00011.png
39,39,6,5,33,33,1,Train/18/00018_00012_00012.png
39,40,6,6,34,35,1,Train/18/00018_00012_00013.png
38,40,5,5,33,35,1,Train/18/00018_00012_00014.png
39,41,5,5,33,35,1,Train/18/00018_00012_00015.png
39,41,5,5,34,36,1,Train/18/00018_00012_00016.png
37,39,6,6,32,33,1,Train/18/00018_00012_00017.png
40,42,6,6,35,37,1,Train/18/00018_00012_00018.png
40,41,6,5,35,36,1,Train/18/00018_00012_00019.png
42,43,6,5,36,37,1,Train/18/00018_00012_00020.png
42,43,6,5,37,38,1,Train/18/00018_00012_00021.png
45,45,6,5,39,40,1,Train/18/00018_00012_00022.png
46,47,6,5,41,42,1,Train/18/00018_00012_00023.png
47,47,6,5,41,41,1,Train/18/00018_00012_00024.png
40,48,5,6,34,42,1,Train/18/00018_00012_00025.png
50,49,6,5,45,43,1,Train/18/00018_00012_00026.png
52,50,6,6,47,45,1,Train/18/00018_00012_00027.png
54,50,5,5,49,45,1,Train/18/00018_00012_00028.png
56,52,6,6,50,46,1,Train/18/00018_00012_00029.png
35,35,5,5,30,30,1,Train/18/00018_00013_00000.png
40,39,6,5,35,34,1,Train/18/00018_00013_00001.png
42,41,6,5,37,36,1,Train/18/00018_00013_00002.png
42,42,6,6,37,37,1,Train/18/00018_00013_00003.png
42,42,6,6,37,37,1,Train/18/00018_00013_00004.png
41,41,5,5,36,36,1,Train/18/00018_00013_00005.png
43,43,5,5,38,38,1,Train/18/00018_00013_00006.png
44,43,6,5,39,38,1,Train/18/00018_00013_00007.png
40,40,6,6,35,35,1,Train/18/00018_00013_00008.png
45,46,5,6,40,41,1,Train/18/00018_00013_00009.png
46,46,6,6,41,41,1,Train/18/00018_00013_00010.png
48,48,6,6,43,43,1,Train/18/00018_00013_00011.png
40,40,5,5,35,35,1,Train/18/00018_00013_00012.png
43,43,6,6,38,38,1,Train/18/00018_00013_00013.png
44,44,5,5,38,39,1,Train/18/00018_00013_00014.png
41,41,5,5,36,36,1,Train/18/00018_00013_00015.png
47,46,6,5,42,41,1,Train/18/00018_00013_00016.png
49,49,6,6,44,44,1,Train/18/00018_00013_00017.png
49,50,5,6,44,45,1,Train/18/00018_00013_00018.png
52,51,6,5,47,46,1,Train/18/00018_00013_00019.png
54,54,6,6,49,49,1,Train/18/00018_00013_00020.png
53,53,5,5,48,48,1,Train/18/00018_00013_00021.png
54,57,6,5,49,52,1,Train/18/00018_00013_00022.png
72,72,7,7,66,66,1,Train/18/00018_00013_00023.png
73,74,6,7,67,68,1,Train/18/00018_00013_00024.png
88,87,8,7,81,80,1,Train/18/00018_00013_00025.png
91,92,8,9,83,84,1,Train/18/00018_00013_00026.png
98,98,9,9,90,90,1,Train/18/00018_00013_00027.png
108,107,10,9,99,98,1,Train/18/00018_00013_00028.png
111,112,9,10,102,103,1,Train/18/00018_00013_00029.png
35,35,6,6,30,30,1,Train/18/00018_00014_00000.png
37,36,6,5,32,31,1,Train/18/00018_00014_00001.png
37,36,6,5,32,31,1,Train/18/00018_00014_00002.png
38,38,6,6,33,33,1,Train/18/00018_00014_00003.png
39,39,6,6,34,34,1,Train/18/00018_00014_00004.png
38,39,5,6,33,34,1,Train/18/00018_00014_00005.png
38,37,6,5,33,32,1,Train/18/00018_00014_00006.png
40,39,6,5,35,34,1,Train/18/00018_00014_00007.png
39,39,5,5,34,34,1,Train/18/00018_00014_00008.png
42,41,6,5,37,36,1,Train/18/00018_00014_00009.png
43,44,5,6,38,39,1,Train/18/00018_00014_00010.png
45,44,6,5,40,39,1,Train/18/00018_00014_00011.png
46,46,6,6,41,41,1,Train/18/00018_00014_00012.png
46,45,6,5,41,40,1,Train/18/00018_00014_00013.png
46,51,5,6,41,46,1,Train/18/00018_00014_00014.png
49,49,5,5,44,44,1,Train/18/00018_00014_00015.png
48,49,6,5,43,44,1,Train/18/00018_00014_00016.png
50,53,6,6,45,48,1,Train/18/00018_00014_00017.png
52,52,6,6,47,47,1,Train/18/00018_00014_00018.png
52,52,5,5,47,47,1,Train/18/00018_00014_00019.png
54,54,5,5,49,49,1,Train/18/00018_00014_00020.png
63,63,5,5,58,58,1,Train/18/00018_00014_00021.png
67,68,6,7,61,62,1,Train/18/00018_00014_00022.png
69,67,6,6,63,61,1,Train/18/00018_00014_00023.png
82,79,8,7,75,72,1,Train/18/00018_00014_00024.png
84,76,8,6,77,70,1,Train/18/00018_00014_00025.png
92,92,9,9,84,84,1,Train/18/00018_00014_00026.png
99,99,9,9,91,91,1,Train/18/00018_00014_00027.png
108,108,10,10,99,99,1,Train/18/00018_00014_00028.png
119,120,11,10,109,110,1,Train/18/00018_00014_00029.png
40,39,6,5,35,34,1,Train/18/00018_00015_00000.png
41,42,5,6,36,37,1,Train/18/00018_00015_00001.png
41,42,5,6,36,37,1,Train/18/00018_00015_00002.png
43,43,5,5,38,38,1,Train/18/00018_00015_00003.png
43,43,6,6,38,38,1,Train/18/00018_00015_00004.png
42,42,6,6,37,37,1,Train/18/00018_00015_00005.png
43,44,5,6,38,39,1,Train/18/00018_00015_00006.png
43,43,5,5,38,38,1,Train/18/00018_00015_00007.png
46,46,6,6,41,41,1,Train/18/00018_00015_00008.png
45,45,5,5,40,40,1,Train/18/00018_00015_00009.png
45,46,5,6,40,41,1,Train/18/00018_00015_00010.png
46,46,6,6,41,41,1,Train/18/00018_00015_00011.png
51,52,5,6,46,47,1,Train/18/00018_00015_00012.png
53,53,5,5,48,48,1,Train/18/00018_00015_00013.png
56,56,6,6,51,51,1,Train/18/00018_00015_00014.png
60,59,6,5,55,54,1,Train/18/00018_00015_00015.png
62,61,6,5,57,56,1,Train/18/00018_00015_00016.png
60,59,6,5,55,54,1,Train/18/00018_00015_00017.png
68,67,7,6,62,61,1,Train/18/00018_00015_00018.png
68,67,7,6,62,61,1,Train/18/00018_00015_00019.png
76,76,7,7,70,70,1,Train/18/00018_00015_00020.png
75,76,6,7,69,70,1,Train/18/00018_00015_00021.png
83,83,7,7,76,76,1,Train/18/00018_00015_00022.png
85,85,8,8,78,78,1,Train/18/00018_00015_00023.png
88,88,7,7,81,81,1,Train/18/00018_00015_00024.png
94,93,9,8,86,85,1,Train/18/00018_00015_00025.png
100,101,8,9,92,93,1,Train/18/00018_00015_00026.png
110,104,9,9,101,95,1,Train/18/00018_00015_00027.png
118,109,11,10,108,100,1,Train/18/00018_00015_00028.png
121,121,10,10,111,111,1,Train/18/00018_00015_00029.png
30,27,5,6,25,22,1,Train/18/00018_00016_00000.png
30,26,5,5,25,21,1,Train/18/00018_00016_00001.png
31,28,6,6,26,23,1,Train/18/00018_00016_00002.png
31,28,5,6,25,23,1,Train/18/00018_00016_00003.png
31,29,5,6,25,23,1,Train/18/00018_00016_00004.png
32,28,6,5,27,23,1,Train/18/00018_00016_00005.png
33,29,6,5,28,24,1,Train/18/00018_00016_00006.png
33,31,5,6,28,26,1,Train/18/00018_00016_00007.png
35,31,6,5,29,25,1,Train/18/00018_00016_00008.png
35,31,5,5,29,26,1,Train/18/00018_00016_00009.png
36,33,6,6,31,28,1,Train/18/00018_00016_00010.png
37,32,6,5,31,27,1,Train/18/00018_00016_00011.png
37,33,5,5,31,28,1,Train/18/00018_00016_00012.png
38,34,6,5,33,29,1,Train/18/00018_00016_00013.png
40,35,6,5,34,30,1,Train/18/00018_00016_00014.png
39,37,5,6,34,32,1,Train/18/00018_00016_00015.png
41,38,6,6,36,33,1,Train/18/00018_00016_00016.png
41,38,5,5,36,33,1,Train/18/00018_00016_00017.png
43,40,6,6,38,35,1,Train/18/00018_00016_00018.png
45,42,6,6,39,36,1,Train/18/00018_00016_00019.png
45,43,5,6,39,37,1,Train/18/00018_00016_00020.png
47,45,5,6,41,39,1,Train/18/00018_00016_00021.png
50,46,6,6,44,41,1,Train/18/00018_00016_00022.png
51,47,6,5,46,42,1,Train/18/00018_00016_00023.png
53,50,5,6,47,45,1,Train/18/00018_00016_00024.png
56,52,6,5,51,46,1,Train/18/00018_00016_00025.png
60,55,6,6,54,50,1,Train/18/00018_00016_00026.png
63,58,6,5,57,52,1,Train/18/00018_00016_00027.png
67,62,6,6,61,57,1,Train/18/00018_00016_00028.png
71,65,6,6,65,60,1,Train/18/00018_00016_00029.png
27,26,5,6,21,21,1,Train/18/00018_00017_00000.png
27,27,5,6,22,22,1,Train/18/00018_00017_00001.png
29,27,5,6,24,22,1,Train/18/00018_00017_00002.png
31,27,6,6,25,22,1,Train/18/00018_00017_00003.png
32,29,6,6,27,24,1,Train/18/00018_00017_00004.png
34,30,6,6,28,25,1,Train/18/00018_00017_00005.png
32,30,6,5,26,24,1,Train/18/00018_00017_00006.png
32,29,5,5,27,24,1,Train/18/00018_00017_00007.png
36,31,6,5,31,26,1,Train/18/00018_00017_00008.png
33,34,5,6,27,28,1,Train/18/00018_00017_00009.png
35,33,5,5,29,28,1,Train/18/00018_00017_00010.png
36,34,6,5,30,29,1,Train/18/00018_00017_00011.png
40,35,6,5,35,30,1,Train/18/00018_00017_00012.png
39,36,5,6,34,31,1,Train/18/00018_00017_00013.png
41,36,6,5,36,31,1,Train/18/00018_00017_00014.png
41,37,5,5,36,31,1,Train/18/00018_00017_00015.png
44,39,6,6,39,34,1,Train/18/00018_00017_00016.png
46,41,6,6,41,36,1,Train/18/00018_00017_00017.png
46,42,5,6,40,36,1,Train/18/00018_00017_00018.png
48,42,6,5,43,37,1,Train/18/00018_00017_00019.png
53,49,6,6,48,44,1,Train/18/00018_00017_00020.png
56,52,6,6,51,46,1,Train/18/00018_00017_00021.png
58,52,6,5,53,47,1,Train/18/00018_00017_00022.png
60,55,6,6,55,50,1,Train/18/00018_00017_00023.png
64,58,6,5,59,53,1,Train/18/00018_00017_00024.png
69,62,6,5,63,57,1,Train/18/00018_00017_00025.png
75,69,7,6,69,63,1,Train/18/00018_00017_00026.png
82,74,8,6,74,67,1,Train/18/00018_00017_00027.png
85,81,8,8,78,74,1,Train/18/00018_00017_00028.png
97,93,8,8,89,85,1,Train/18/00018_00017_00029.png
44,42,6,6,39,37,1,Train/18/00018_00018_00000.png
43,41,5,5,38,36,1,Train/18/00018_00018_00001.png
43,43,5,6,38,38,1,Train/18/00018_00018_00002.png
44,45,5,6,39,40,1,Train/18/00018_00018_00003.png
47,44,6,5,42,39,1,Train/18/00018_00018_00004.png
48,45,6,5,43,40,1,Train/18/00018_00018_00005.png
50,47,6,6,45,42,1,Train/18/00018_00018_00006.png
52,51,5,6,47,46,1,Train/18/00018_00018_00007.png
52,51,5,6,47,46,1,Train/18/00018_00018_00008.png
55,53,5,5,50,48,1,Train/18/00018_00018_00009.png
56,54,6,6,51,49,1,Train/18/00018_00018_00010.png
55,53,5,5,50,48,1,Train/18/00018_00018_00011.png
58,56,5,5,53,51,1,Train/18/00018_00018_00012.png
58,56,5,5,53,51,1,Train/18/00018_00018_00013.png
58,56,5,5,53,51,1,Train/18/00018_00018_00014.png
60,57,5,6,55,52,1,Train/18/00018_00018_00015.png
64,61,5,6,59,56,1,Train/18/00018_00018_00016.png
70,63,6,5,64,58,1,Train/18/00018_00018_00017.png
75,69,7,6,69,63,1,Train/18/00018_00018_00018.png
76,69,7,7,70,63,1,Train/18/00018_00018_00019.png
82,73,8,7,75,67,1,Train/18/00018_00018_00020.png
82,71,7,6,75,65,1,Train/18/00018_00018_00021.png
87,76,7,7,80,70,1,Train/18/00018_00018_00022.png
87,75,7,6,80,69,1,Train/18/00018_00018_00023.png
94,82,8,8,86,75,1,Train/18/00018_00018_00024.png
99,87,9,8,91,80,1,Train/18/00018_00018_00025.png
105,93,9,8,96,85,1,Train/18/00018_00018_00026.png
111,98,9,8,102,90,1,Train/18/00018_00018_00027.png
119,106,10,10,109,97,1,Train/18/00018_00018_00028.png
128,106,12,9,117,97,1,Train/18/00018_00018_00029.png
40,39,6,5,35,34,1,Train/18/00018_00019_00000.png
39,40,5,6,34,35,1,Train/18/00018_00019_00001.png
39,39,5,5,34,34,1,Train/18/00018_00019_00002.png
40,40,6,6,35,35,1,Train/18/00018_00019_00003.png
40,40,5,5,35,35,1,Train/18/00018_00019_00004.png
41,40,6,5,36,35,1,Train/18/00018_00019_00005.png
42,42,5,5,37,37,1,Train/18/00018_00019_00006.png
42,42,5,5,37,37,1,Train/18/00018_00019_00007.png
44,44,5,5,39,39,1,Train/18/00018_00019_00008.png
45,46,5,6,40,41,1,Train/18/00018_00019_00009.png
47,46,6,5,42,41,1,Train/18/00018_00019_00010.png
48,49,5,6,43,44,1,Train/18/00018_00019_00011.png
51,50,6,5,46,45,1,Train/18/00018_00019_00012.png
54,53,6,5,49,48,1,Train/18/00018_00019_00013.png
55,54,6,5,50,49,1,Train/18/00018_00019_00014.png
57,56,6,5,52,51,1,Train/18/00018_00019_00015.png
58,59,5,6,53,54,1,Train/18/00018_00019_00016.png
60,60,5,5,55,55,1,Train/18/00018_00019_00017.png
63,63,6,6,58,58,1,Train/18/00018_00019_00018.png
68,67,7,6,62,61,1,Train/18/00018_00019_00019.png
70,70,6,6,64,64,1,Train/18/00018_00019_00020.png
75,75,7,7,69,69,1,Train/18/00018_00019_00021.png
79,79,7,7,72,72,1,Train/18/00018_00019_00022.png
85,84,8,7,78,77,1,Train/18/00018_00019_00023.png
93,92,9,8,85,84,1,Train/18/00018_00019_00024.png
96,97,8,9,88,89,1,Train/18/00018_00019_00025.png
107,106,10,9,98,97,1,Train/18/00018_00019_00026.png
113,113,10,10,104,104,1,Train/18/00018_00019_00027.png
124,124,10,10,114,114,1,Train/18/00018_00019_00028.png
142,143,12,13,130,131,1,Train/18/00018_00019_00029.png
59,57,6,6,54,52,1,Train/18/00018_00020_00000.png
63,59,6,5,58,54,1,Train/18/00018_00020_00001.png
63,61,6,6,58,55,1,Train/18/00018_00020_00002.png
64,61,5,5,59,55,1,Train/18/00018_00020_00003.png
68,61,6,5,61,55,1,Train/18/00018_00020_00004.png
69,62,6,6,63,57,1,Train/18/00018_00020_00005.png
70,63,7,6,64,58,1,Train/18/00018_00020_00006.png
71,65,7,6,65,59,1,Train/18/00018_00020_00007.png
73,68,7,7,66,62,1,Train/18/00018_00020_00008.png
74,69,7,6,68,62,1,Train/18/00018_00020_00009.png
76,68,6,6,70,62,1,Train/18/00018_00020_00010.png
76,71,6,7,69,64,1,Train/18/00018_00020_00011.png
77,71,7,6,70,64,1,Train/18/00018_00020_00012.png
79,72,7,7,72,66,1,Train/18/00018_00020_00013.png
81,74,7,6,74,68,1,Train/18/00018_00020_00014.png
84,75,8,6,76,69,1,Train/18/00018_00020_00015.png
84,79,7,7,77,72,1,Train/18/00018_00020_00016.png
87,81,7,7,80,74,1,Train/18/00018_00020_00017.png
92,84,8,7,84,77,1,Train/18/00018_00020_00018.png
96,86,9,7,88,79,1,Train/18/00018_00020_00019.png
99,90,9,8,91,82,1,Train/18/00018_00020_00020.png
103,95,9,9,94,87,1,Train/18/00018_00020_00021.png
110,99,10,8,100,91,1,Train/18/00018_00020_00022.png
116,107,10,10,106,97,1,Train/18/00018_00020_00023.png
122,111,10,10,112,102,1,Train/18/00018_00020_00024.png
130,118,11,11,119,108,1,Train/18/00018_00020_00025.png
140,124,13,11,128,114,1,Train/18/00018_00020_00026.png
151,137,13,12,138,125,1,Train/18/00018_00020_00027.png
163,147,14,12,149,135,1,Train/18/00018_00020_00028.png
179,162,16,14,164,148,1,Train/18/00018_00020_00029.png
27,27,5,6,22,22,1,Train/18/00018_00021_00000.png
28,28,5,6,23,23,1,Train/18/00018_00021_00001.png
29,29,5,5,24,23,1,Train/18/00018_00021_00002.png
30,29,6,5,25,23,1,Train/18/00018_00021_00003.png
30,29,6,5,25,24,1,Train/18/00018_00021_00004.png
29,30,5,5,24,24,1,Train/18/00018_00021_00005.png
30,31,6,6,25,26,1,Train/18/00018_00021_00006.png
29,31,5,6,24,26,1,Train/18/00018_00021_00007.png
32,31,5,5,27,26,1,Train/18/00018_00021_00008.png
32,32,5,5,27,26,1,Train/18/00018_00021_00009.png
33,32,6,6,28,27,1,Train/18/00018_00021_00010.png
35,33,6,6,30,28,1,Train/18/00018_00021_00011.png
36,35,6,6,31,29,1,Train/18/00018_00021_00012.png
38,37,6,6,32,31,1,Train/18/00018_00021_00013.png
38,38,5,6,32,33,1,Train/18/00018_00021_00014.png
39,38,5,5,34,33,1,Train/18/00018_00021_00015.png
42,39,5,5,36,34,1,Train/18/00018_00021_00016.png
43,41,6,5,38,36,1,Train/18/00018_00021_00017.png
44,42,6,6,39,37,1,Train/18/00018_00021_00018.png
48,46,5,6,42,40,1,Train/18/00018_00021_00019.png
51,48,5,5,46,43,1,Train/18/00018_00021_00020.png
55,52,5,6,50,47,1,Train/18/00018_00021_00021.png
59,55,6,5,53,49,1,Train/18/00018_00021_00022.png
63,60,5,6,57,55,1,Train/18/00018_00021_00023.png
70,64,6,5,64,59,1,Train/18/00018_00021_00024.png
78,70,7,6,71,64,1,Train/18/00018_00021_00025.png
89,82,8,8,82,75,1,Train/18/00018_00021_00026.png
105,93,10,8,95,84,1,Train/18/00018_00021_00027.png
120,107,10,10,109,98,1,Train/18/00018_00021_00028.png
144,127,13,11,132,116,1,Train/18/00018_00021_00029.png
59,56,6,5,54,51,1,Train/18/00018_00022_00000.png
59,59,6,6,54,54,1,Train/18/00018_00022_00001.png
58,60,5,5,53,54,1,Train/18/00018_00022_00002.png
59,62,5,6,54,56,1,Train/18/00018_00022_00003.png
61,62,6,6,56,57,1,Train/18/00018_00022_00004.png
60,62,5,6,55,56,1,Train/18/00018_00022_00005.png
61,60,6,5,56,55,1,Train/18/00018_00022_00006.png
62,61,6,6,56,56,1,Train/18/00018_00022_00007.png
61,61,5,5,56,56,1,Train/18/00018_00022_00008.png
62,63,5,6,57,58,1,Train/18/00018_00022_00009.png
63,63,5,5,58,58,1,Train/18/00018_00022_00010.png
66,65,6,6,60,60,1,Train/18/00018_00022_00011.png
68,69,6,7,62,63,1,Train/18/00018_00022_00012.png
71,71,7,7,65,65,1,Train/18/00018_00022_00013.png
73,73,7,7,67,67,1,Train/18/00018_00022_00014.png
75,75,7,7,69,69,1,Train/18/00018_00022_00015.png
76,78,6,7,70,71,1,Train/18/00018_00022_00016.png
81,81,8,8,74,74,1,Train/18/00018_00022_00017.png
85,83,8,7,77,76,1,Train/18/00018_00022_00018.png
86,86,7,8,79,79,1,Train/18/00018_00022_00019.png
89,88,8,8,82,81,1,Train/18/00018_00022_00020.png
94,94,9,9,86,85,1,Train/18/00018_00022_00021.png
98,98,9,9,90,89,1,Train/18/00018_00022_00022.png
101,101,9,9,93,93,1,Train/18/00018_00022_00023.png
106,104,9,9,96,95,1,Train/18/00018_00022_00024.png
112,110,10,9,102,100,1,Train/18/00018_00022_00025.png
119,119,10,11,109,109,1,Train/18/00018_00022_00026.png
128,129,11,12,116,117,1,Train/18/00018_00022_00027.png
134,136,11,12,123,125,1,Train/18/00018_00022_00028.png
143,144,12,12,131,132,1,Train/18/00018_00022_00029.png
33,32,6,6,28,27,1,Train/18/00018_00023_00000.png
34,32,6,5,29,26,1,Train/18/00018_00023_00001.png
35,33,6,6,30,28,1,Train/18/00018_00023_00002.png
35,33,5,6,30,28,1,Train/18/00018_00023_00003.png
35,35,5,6,30,29,1,Train/18/00018_00023_00004.png
36,34,5,6,31,29,1,Train/18/00018_00023_00005.png
38,34,6,5,33,29,1,Train/18/00018_00023_00006.png
38,34,6,5,33,29,1,Train/18/00018_00023_00007.png
39,36,5,5,34,31,1,Train/18/00018_00023_00008.png
41,38,6,6,35,32,1,Train/18/00018_00023_00009.png
41,38,6,5,36,33,1,Train/18/00018_00023_00010.png
42,39,5,6,37,34,1,Train/18/00018_00023_00011.png
44,41,5,6,39,36,1,Train/18/00018_00023_00012.png
45,41,6,6,40,36,1,Train/18/00018_00023_00013.png
47,43,6,6,42,38,1,Train/18/00018_00023_00014.png
48,45,5,6,43,40,1,Train/18/00018_00023_00015.png
51,47,6,6,46,42,1,Train/18/00018_00023_00016.png
53,49,6,6,48,44,1,Train/18/00018_00023_00017.png
55,50,6,5,49,45,1,Train/18/00018_00023_00018.png
56,53,6,5,51,48,1,Train/18/00018_00023_00019.png
58,56,5,6,53,51,1,Train/18/00018_00023_00020.png
61,59,5,6,56,54,1,Train/18/00018_00023_00021.png
68,61,7,5,62,56,1,Train/18/00018_00023_00022.png
72,68,7,7,66,62,1,Train/18/00018_00023_00023.png
76,72,6,6,70,66,1,Train/18/00018_00023_00024.png
88,81,8,7,81,73,1,Train/18/00018_00023_00025.png
96,87,9,7,88,80,1,Train/18/00018_00023_00026.png
103,96,9,9,94,88,1,Train/18/00018_00023_00027.png
117,107,11,9,107,98,1,Train/18/00018_00023_00028.png
134,125,11,11,123,115,1,Train/18/00018_00023_00029.png
33,30,6,5,28,25,1,Train/18/00018_00024_00000.png
32,31,5,6,27,26,1,Train/18/00018_00024_00001.png
34,31,6,5,29,26,1,Train/18/00018_00024_00002.png
33,31,5,5,28,26,1,Train/18/00018_00024_00003.png
34,31,6,5,29,26,1,Train/18/00018_00024_00004.png
34,31,6,5,29,26,1,Train/18/00018_00024_00005.png
35,33,6,6,29,27,1,Train/18/00018_00024_00006.png
35,33,6,5,29,27,1,Train/18/00018_00024_00007.png
37,34,6,5,31,28,1,Train/18/00018_00024_00008.png
37,37,5,6,32,32,1,Train/18/00018_00024_00009.png
38,36,5,5,33,31,1,Train/18/00018_00024_00010.png
40,37,6,5,35,32,1,Train/18/00018_00024_00011.png
39,39,5,6,34,34,1,Train/18/00018_00024_00012.png
42,39,6,5,37,34,1,Train/18/00018_00024_00013.png
44,42,6,6,39,37,1,Train/18/00018_00024_00014.png
45,43,5,5,40,37,1,Train/18/00018_00024_00015.png
46,44,5,5,41,39,1,Train/18/00018_00024_00016.png
48,47,5,6,42,42,1,Train/18/00018_00024_00017.png
51,49,6,5,46,43,1,Train/18/00018_00024_00018.png
53,52,5,6,48,47,1,Train/18/00018_00024_00019.png
56,53,6,5,51,48,1,Train/18/00018_00024_00020.png
58,56,5,5,53,51,1,Train/18/00018_00024_00021.png
64,61,6,5,59,56,1,Train/18/00018_00024_00022.png
68,64,6,5,62,59,1,Train/18/00018_00024_00023.png
73,70,7,6,67,64,1,Train/18/00018_00024_00024.png
80,77,7,7,73,71,1,Train/18/00018_00024_00025.png
86,83,8,7,79,76,1,Train/18/00018_00024_00026.png
94,94,8,9,86,86,1,Train/18/00018_00024_00027.png
111,111,10,10,102,101,1,Train/18/00018_00024_00028.png
124,127,10,11,114,116,1,Train/18/00018_00024_00029.png
35,34,5,6,30,29,1,Train/18/00018_00025_00000.png
36,33,6,5,31,28,1,Train/18/00018_00025_00001.png
36,35,5,6,31,30,1,Train/18/00018_00025_00002.png
37,35,6,5,32,29,1,Train/18/00018_00025_00003.png
37,36,5,6,32,31,1,Train/18/00018_00025_00004.png
39,36,6,5,34,31,1,Train/18/00018_00025_00005.png
39,37,5,5,33,31,1,Train/18/00018_00025_00006.png
41,38,6,6,35,33,1,Train/18/00018_00025_00007.png
42,39,5,5,37,34,1,Train/18/00018_00025_00008.png
42,39,5,5,37,34,1,Train/18/00018_00025_00009.png
44,43,5,6,39,37,1,Train/18/00018_00025_00010.png
46,42,6,5,41,37,1,Train/18/00018_00025_00011.png
48,45,5,5,43,40,1,Train/18/00018_00025_00012.png
49,46,6,6,44,41,1,Train/18/00018_00025_00013.png
52,48,6,6,47,43,1,Train/18/00018_00025_00014.png
53,48,5,5,48,43,1,Train/18/00018_00025_00015.png
55,51,5,5,50,45,1,Train/18/00018_00025_00016.png
58,54,5,5,53,49,1,Train/18/00018_00025_00017.png
61,56,6,5,56,51,1,Train/18/00018_00025_00018.png
64,60,6,6,59,55,1,Train/18/00018_00025_00019.png
69,63,6,6,62,58,1,Train/18/00018_00025_00020.png
75,72,7,7,69,65,1,Train/18/00018_00025_00021.png
81,74,8,6,74,68,1,Train/18/00018_00025_00022.png
87,81,8,7,80,74,1,Train/18/00018_00025_00023.png
94,86,8,7,86,79,1,Train/18/00018_00025_00024.png
106,99,10,9,97,91,1,Train/18/00018_00025_00025.png
118,109,11,10,108,100,1,Train/18/00018_00025_00026.png
137,130,12,11,126,119,1,Train/18/00018_00025_00027.png
155,145,14,12,142,133,1,Train/18/00018_00025_00028.png
192,180,17,15,176,165,1,Train/18/00018_00025_00029.png
39,32,6,5,34,27,1,Train/18/00018_00026_00000.png
39,33,5,5,34,28,1,Train/18/00018_00026_00001.png
39,34,5,6,34,29,1,Train/18/00018_00026_00002.png
41,35,6,6,36,30,1,Train/18/00018_00026_00003.png
42,35,6,5,36,30,1,Train/18/00018_00026_00004.png
41,35,5,5,36,30,1,Train/18/00018_00026_00005.png
42,36,6,5,37,31,1,Train/18/00018_00026_00006.png
41,37,5,6,36,32,1,Train/18/00018_00026_00007.png
42,37,6,5,37,32,1,Train/18/00018_00026_00008.png
42,39,5,5,37,34,1,Train/18/00018_00026_00009.png
44,40,6,5,39,35,1,Train/18/00018_00026_00010.png
45,42,6,6,40,37,1,Train/18/00018_00026_00011.png
47,44,6,6,42,39,1,Train/18/00018_00026_00012.png
48,46,5,6,43,41,1,Train/18/00018_00026_00013.png
